State,District,Pincode,0-5 Age,5-17 Age,18+ Age,Total Enrolments,Child %
Andhra Pradesh,N. T. R,521401,13,1,2,16,87.5
Andhra Pradesh,N. T. R,521402,3,1,0,4,100.0
Andhra Pradesh,N. T. R,521403,13,1,1,15,93.33
Andhra Pradesh,N. T. R,521456,19,1,0,20,100.0
Andhra Pradesh,N. T. R,521457,4,0,0,4,100.0
Andhra Pradesh,Nalgonda,508001,4,3,0,7,100.0
Andhra Pradesh,Nalgonda,508004,3,2,0,5,100.0
Andhra Pradesh,Nalgonda,508101,25,7,0,32,100.0
Andhra Pradesh,Nalgonda,508105,21,8,0,29,100.0
Andhra Pradesh,Nalgonda,508111,26,10,0,36,100.0
Andhra Pradesh,Nalgonda,508112,7,2,0,9,100.0
Andhra Pradesh,Nalgonda,508113,12,4,0,16,100.0
Andhra Pradesh,Nalgonda,508114,19,2,0,21,100.0
Andhra Pradesh,Nalgonda,508115,11,2,0,13,100.0
Andhra Pradesh,Nalgonda,508116,35,11,0,46,100.0
Andhra Pradesh,Nalgonda,508126,31,4,0,35,100.0
Andhra Pradesh,Nalgonda,508201,12,5,0,17,100.0
Andhra Pradesh,Nalgonda,508202,13,3,0,16,100.0
Andhra Pradesh,Nalgonda,508203,0,4,0,4,100.0
Andhra Pradesh,Nalgonda,508204,43,9,0,52,100.0
Andhra Pradesh,Nalgonda,508205,7,2,0,9,100.0
Andhra Pradesh,Nalgonda,508206,52,5,0,57,100.0
Andhra Pradesh,Nalgonda,508207,24,8,0,32,100.0
Andhra Pradesh,Nalgonda,508210,37,9,0,46,100.0
Andhra Pradesh,Nalgonda,508211,19,7,0,26,100.0
Andhra Pradesh,Nalgonda,508212,11,3,0,14,100.0
Andhra Pradesh,Nalgonda,508213,35,5,0,40,100.0
Andhra Pradesh,Nalgonda,508217,4,1,0,5,100.0
Andhra Pradesh,Nalgonda,508218,13,6,0,19,100.0
Andhra Pradesh,Nalgonda,508221,8,10,0,18,100.0
Andhra Pradesh,Nalgonda,508222,14,5,0,19,100.0
Andhra Pradesh,Nalgonda,508223,9,4,0,13,100.0
Andhra Pradesh,Nalgonda,508233,26,2,0,28,100.0
Andhra Pradesh,Nalgonda,508234,15,1,0,16,100.0
Andhra Pradesh,Nalgonda,508238,20,1,0,21,100.0
Andhra Pradesh,Nalgonda,508243,5,0,0,5,100.0
Andhra Pradesh,Nalgonda,508244,8,1,0,9,100.0
Andhra Pradesh,Nalgonda,508245,12,3,0,15,100.0
Andhra Pradesh,Nalgonda,508246,15,1,0,16,100.0
Andhra Pradesh,Nalgonda,508247,11,2,0,13,100.0
Andhra Pradesh,Nalgonda,508248,14,5,0,19,100.0
Andhra Pradesh,Nalgonda,508250,4,5,0,9,100.0
Andhra Pradesh,Nalgonda,508252,49,3,0,52,100.0
Andhra Pradesh,Nalgonda,508253,13,3,0,16,100.0
Andhra Pradesh,Nalgonda,508254,27,6,0,33,100.0
Andhra Pradesh,Nalgonda,508255,6,1,0,7,100.0
Andhra Pradesh,Nalgonda,508256,0,2,0,2,100.0
Andhra Pradesh,Nalgonda,508257,5,1,0,6,100.0
Andhra Pradesh,Nalgonda,508258,4,0,0,4,100.0
Andhra Pradesh,Nalgonda,508266,17,1,0,18,100.0
Andhra Pradesh,Nalgonda,508277,42,10,0,52,100.0
Andhra Pradesh,Nalgonda,508278,18,3,0,21,100.0
Andhra Pradesh,Nalgonda,508279,6,2,0,8,100.0
Andhra Pradesh,Nalgonda,508280,29,4,0,33,100.0
Andhra Pradesh,Nalgonda,508284,53,10,0,63,100.0
Andhra Pradesh,Nalgonda,508285,8,0,0,8,100.0
Andhra Pradesh,Nalgonda,508286,16,3,0,19,100.0
Andhra Pradesh,Nalgonda,508355,7,1,0,8,100.0
Andhra Pradesh,Nalgonda,508373,6,1,0,7,100.0
Andhra Pradesh,Nalgonda,508374,7,0,0,7,100.0
Andhra Pradesh,Nalgonda,508376,7,3,0,10,100.0
Andhra Pradesh,Nalgonda,508377,6,0,0,6,100.0
Andhra Pradesh,Nandyal,518010,5,0,0,5,100.0
Andhra Pradesh,Nandyal,518101,1,0,0,1,100.0
Andhra Pradesh,Nandyal,518102,3,0,0,3,100.0
Andhra Pradesh,Nandyal,518112,11,3,0,14,100.0
Andhra Pradesh,Nandyal,518122,25,1,0,26,100.0
Andhra Pradesh,Nandyal,518123,17,0,0,17,100.0
Andhra Pradesh,Nandyal,518124,51,2,0,53,100.0
Andhra Pradesh,Nandyal,518134,33,1,0,34,100.0
Andhra Pradesh,Nandyal,518135,6,0,0,6,100.0
Andhra Pradesh,Nandyal,518155,4,0,0,4,100.0
Andhra Pradesh,Nandyal,518165,3,1,0,4,100.0
Andhra Pradesh,Nandyal,518166,10,0,0,10,100.0
Andhra Pradesh,Nandyal,518176,13,0,0,13,100.0
Andhra Pradesh,Nandyal,518186,5,0,0,5,100.0
Andhra Pradesh,Nandyal,518196,8,0,0,8,100.0
Andhra Pradesh,Nandyal,518206,2,0,0,2,100.0
Andhra Pradesh,Nandyal,518217,3,0,0,3,100.0
Andhra Pradesh,Nandyal,518220,13,2,0,15,100.0
Andhra Pradesh,Nandyal,518221,21,0,0,21,100.0
Andhra Pradesh,Nandyal,518222,43,2,0,45,100.0
Andhra Pradesh,Nandyal,518225,3,0,0,3,100.0
Andhra Pradesh,Nandyal,518401,53,2,0,55,100.0
Andhra Pradesh,Nandyal,518405,28,1,1,30,96.67
Andhra Pradesh,Nandyal,518411,24,1,0,25,100.0
Andhra Pradesh,Nandyal,518412,22,1,0,23,100.0
Andhra Pradesh,Nandyal,518422,61,0,0,61,100.0
Andhra Pradesh,Nandyal,518432,30,1,2,33,93.94
Andhra Pradesh,Nandyal,518442,7,2,1,10,90.0
Andhra Pradesh,Nandyal,518452,4,0,0,4,100.0
Andhra Pradesh,Nandyal,518464,3,0,0,3,100.0
Andhra Pradesh,Nandyal,518501,94,5,0,99,100.0
Andhra Pradesh,Nandyal,518502,31,1,0,32,100.0
Andhra Pradesh,Nandyal,518508,7,0,0,7,100.0
Andhra Pradesh,Nandyal,518510,8,0,0,8,100.0
Andhra Pradesh,Nandyal,518511,6,0,0,6,100.0
Andhra Pradesh,Nandyal,518512,3,4,0,7,100.0
Andhra Pradesh,Nandyal,518513,7,0,0,7,100.0
Andhra Pradesh,Nandyal,518523,8,0,0,8,100.0
Andhra Pradesh,Nandyal,518533,28,0,1,29,96.55
Andhra Pradesh,Nandyal,518543,47,1,1,49,97.96
Andhra Pradesh,Nandyal,518553,18,0,0,18,100.0
Andhra Pradesh,Nandyal,518563,12,0,0,12,100.0
Andhra Pradesh,Nandyal,518573,6,0,0,6,100.0
Andhra Pradesh,Nandyal,518583,14,3,0,17,100.0
Andhra Pradesh,Nandyal,518593,9,0,0,9,100.0
Andhra Pradesh,Nandyal,518594,9,1,0,10,100.0
Andhra Pradesh,Nandyal,518598,5,1,0,6,100.0
Andhra Pradesh,Nandyal,518599,33,3,0,36,100.0
Andhra Pradesh,Nandyal,518674,3,0,0,3,100.0
Andhra Pradesh,Nellore,524001,125,31,0,156,100.0
Andhra Pradesh,Nellore,524002,250,39,0,289,100.0
Andhra Pradesh,Nellore,524003,66,16,1,83,98.8
Andhra Pradesh,Nellore,524004,273,51,0,324,100.0
Andhra Pradesh,Nellore,524005,51,4,0,55,100.0
Andhra Pradesh,Nellore,524101,101,17,0,118,100.0
Andhra Pradesh,Nellore,524121,111,23,0,134,100.0
Andhra Pradesh,Nellore,524123,66,7,0,73,100.0
Andhra Pradesh,Nellore,524124,18,5,0,23,100.0
Andhra Pradesh,Nellore,524126,155,19,0,174,100.0
Andhra Pradesh,Nellore,524127,40,6,0,46,100.0
Andhra Pradesh,Nellore,524129,63,1,0,64,100.0
Andhra Pradesh,Nellore,524131,43,8,0,51,100.0
Andhra Pradesh,Nellore,524132,106,13,0,119,100.0
Andhra Pradesh,Nellore,524134,56,17,0,73,100.0
Andhra Pradesh,Nellore,524137,140,14,0,154,100.0
Andhra Pradesh,Nellore,524142,65,14,0,79,100.0
Andhra Pradesh,Nellore,524152,40,4,0,44,100.0
Andhra Pradesh,Nellore,524201,236,46,0,282,100.0
Andhra Pradesh,Nellore,524203,13,4,0,17,100.0
Andhra Pradesh,Nellore,524218,56,17,1,74,98.65
Andhra Pradesh,Nellore,524221,19,4,0,23,100.0
Andhra Pradesh,Nellore,524222,29,1,0,30,100.0
Andhra Pradesh,Nellore,524223,101,15,0,116,100.0
Andhra Pradesh,Nellore,524224,36,5,0,41,100.0
Andhra Pradesh,Nellore,524225,32,6,0,38,100.0
Andhra Pradesh,Nellore,524226,51,5,0,56,100.0
Andhra Pradesh,Nellore,524227,22,2,0,24,100.0
Andhra Pradesh,Nellore,524228,70,10,0,80,100.0
Andhra Pradesh,Nellore,524230,42,6,0,48,100.0
Andhra Pradesh,Nellore,524234,20,4,0,24,100.0
Andhra Pradesh,Nellore,524236,25,1,0,26,100.0
Andhra Pradesh,Nellore,524239,31,6,0,37,100.0
Andhra Pradesh,Nellore,524240,32,11,0,43,100.0
Andhra Pradesh,Nellore,524301,29,0,0,29,100.0
Andhra Pradesh,Nellore,524302,47,7,0,54,100.0
Andhra Pradesh,Nellore,524303,35,3,0,38,100.0
Andhra Pradesh,Nellore,524304,17,1,0,18,100.0
Andhra Pradesh,Nellore,524305,86,21,0,107,100.0
Andhra Pradesh,Nellore,524306,53,7,0,60,100.0
Andhra Pradesh,Nellore,524307,46,2,0,48,100.0
Andhra Pradesh,Nellore,524308,59,4,0,63,100.0
Andhra Pradesh,Nellore,524309,53,7,0,60,100.0
Andhra Pradesh,Nellore,524310,33,3,0,36,100.0
Andhra Pradesh,Nellore,524311,25,6,0,31,100.0
Andhra Pradesh,Nellore,524312,22,5,0,27,100.0
Andhra Pradesh,Nellore,524313,23,17,0,40,100.0
Andhra Pradesh,Nellore,524314,83,15,0,98,100.0
Andhra Pradesh,Nellore,524315,115,18,0,133,100.0
Andhra Pradesh,Nellore,524316,43,5,0,48,100.0
Andhra Pradesh,Nellore,524317,20,2,0,22,100.0
Andhra Pradesh,Nellore,524318,12,2,0,14,100.0
Andhra Pradesh,Nellore,524320,44,14,0,58,100.0
Andhra Pradesh,Nellore,524321,32,9,0,41,100.0
Andhra Pradesh,Nellore,524322,70,11,0,81,100.0
Andhra Pradesh,Nellore,524323,24,4,0,28,100.0
Andhra Pradesh,Nellore,524341,32,7,0,39,100.0
Andhra Pradesh,Nellore,524342,14,1,0,15,100.0
Andhra Pradesh,Nellore,524343,61,5,0,66,100.0
Andhra Pradesh,Nellore,524344,55,7,0,62,100.0
Andhra Pradesh,Nellore,524345,71,10,0,81,100.0
Andhra Pradesh,Nellore,524346,37,9,0,46,100.0
Andhra Pradesh,Nellore,524366,22,1,0,23,100.0
Andhra Pradesh,Nellore,524401,65,5,0,70,100.0
Andhra Pradesh,Nellore,524402,62,5,0,67,100.0
Andhra Pradesh,Nellore,524403,59,7,0,66,100.0
Andhra Pradesh,Nellore,524404,64,6,0,70,100.0
Andhra Pradesh,Nellore,524405,69,17,0,86,100.0
Andhra Pradesh,Nellore,524406,48,6,0,54,100.0
Andhra Pradesh,Nellore,524407,54,14,0,68,100.0
Andhra Pradesh,Nellore,524408,39,5,0,44,100.0
Andhra Pradesh,Nellore,524409,41,9,0,50,100.0
Andhra Pradesh,Nellore,524410,45,5,0,50,100.0
Andhra Pradesh,Nellore,524411,38,6,0,44,100.0
Andhra Pradesh,Nellore,524412,56,14,0,70,100.0
Andhra Pradesh,Nellore,524413,43,6,0,49,100.0
Andhra Pradesh,Nellore,524414,18,4,0,22,100.0
Andhra Pradesh,Nellore,524415,30,3,0,33,100.0
Andhra Pradesh,Nellore,524421,33,7,0,40,100.0
Andhra Pradesh,Nizamabad,503001,122,21,0,143,100.0
Andhra Pradesh,Nizamabad,503002,3,1,0,4,100.0
Andhra Pradesh,Nizamabad,503003,31,0,0,31,100.0
Andhra Pradesh,Nizamabad,503101,0,1,0,1,100.0
Andhra Pradesh,Nizamabad,503108,0,1,0,1,100.0
Andhra Pradesh,Nizamabad,503111,4,0,0,4,100.0
Andhra Pradesh,Nizamabad,503122,1,0,0,1,100.0
Andhra Pradesh,Nizamabad,503123,4,1,0,5,100.0
Andhra Pradesh,Nizamabad,503124,1,1,0,2,100.0
Andhra Pradesh,Nizamabad,503144,1,0,0,1,100.0
Andhra Pradesh,Nizamabad,503145,2,0,0,2,100.0
Andhra Pradesh,Nizamabad,503164,7,0,0,7,100.0
Andhra Pradesh,Nizamabad,503165,10,0,0,10,100.0
Andhra Pradesh,Nizamabad,503175,19,4,0,23,100.0
Andhra Pradesh,Nizamabad,503180,0,1,0,1,100.0
Andhra Pradesh,Nizamabad,503185,17,1,0,18,100.0
Andhra Pradesh,Nizamabad,503186,21,4,0,25,100.0
Andhra Pradesh,Nizamabad,503187,4,0,0,4,100.0
Andhra Pradesh,Nizamabad,503188,1,0,0,1,100.0
Andhra Pradesh,Nizamabad,503201,4,1,0,5,100.0
Andhra Pradesh,Nizamabad,503202,10,1,0,11,100.0
Andhra Pradesh,Nizamabad,503206,6,0,0,6,100.0
Andhra Pradesh,Nizamabad,503207,1,2,0,3,100.0
Andhra Pradesh,Nizamabad,503212,10,1,0,11,100.0
Andhra Pradesh,Nizamabad,503213,9,4,0,13,100.0
Andhra Pradesh,Nizamabad,503217,1,0,0,1,100.0
Andhra Pradesh,Nizamabad,503218,2,0,0,2,100.0
Andhra Pradesh,Nizamabad,503219,1,0,0,1,100.0
Andhra Pradesh,Nizamabad,503224,64,6,0,70,100.0
Andhra Pradesh,Nizamabad,503225,0,1,0,1,100.0
Andhra Pradesh,Nizamabad,503230,25,1,0,26,100.0
Andhra Pradesh,Nizamabad,503235,12,0,0,12,100.0
Andhra Pradesh,Nizamabad,503245,13,3,0,16,100.0
Andhra Pradesh,Nizamabad,503246,18,7,0,25,100.0
Andhra Pradesh,Nizamabad,503301,2,0,0,2,100.0
Andhra Pradesh,Nizamabad,503302,5,1,0,6,100.0
Andhra Pradesh,Nizamabad,503305,4,2,0,6,100.0
Andhra Pradesh,Nizamabad,503307,6,0,0,6,100.0
Andhra Pradesh,Nizamabad,503308,5,2,0,7,100.0
Andhra Pradesh,Nizamabad,503309,2,1,0,3,100.0
Andhra Pradesh,Nizamabad,503310,2,0,0,2,100.0
Andhra Pradesh,Nizamabad,503321,1,1,0,2,100.0
Andhra Pradesh,Nizamabad,505307,1,1,0,2,100.0
Andhra Pradesh,Nizamabad,505325,1,0,0,1,100.0
Andhra Pradesh,Palnadu,522016,5,0,0,5,100.0
Andhra Pradesh,Palnadu,522020,6,0,0,6,100.0
Andhra Pradesh,Palnadu,522233,24,1,1,26,96.15
Andhra Pradesh,Palnadu,522234,6,0,0,6,100.0
Andhra Pradesh,Palnadu,522315,15,3,0,18,100.0
Andhra Pradesh,Palnadu,522402,15,1,1,17,94.12
Andhra Pradesh,Palnadu,522403,47,5,2,54,96.3
Andhra Pradesh,Palnadu,522408,9,0,1,10,90.0
Andhra Pradesh,Palnadu,522409,13,1,0,14,100.0
Andhra Pradesh,Palnadu,522410,24,0,0,24,100.0
Andhra Pradesh,Palnadu,522411,28,4,0,32,100.0
Andhra Pradesh,Palnadu,522412,11,2,1,14,92.86
Andhra Pradesh,Palnadu,522413,74,6,0,80,100.0
Andhra Pradesh,Palnadu,522414,52,8,0,60,100.0
Andhra Pradesh,Palnadu,522415,25,0,0,25,100.0
Andhra Pradesh,Palnadu,522421,9,0,0,9,100.0
Andhra Pradesh,Palnadu,522426,29,7,9,45,80.0
Andhra Pradesh,Palnadu,522435,4,0,0,4,100.0
Andhra Pradesh,Palnadu,522436,10,0,0,10,100.0
Andhra Pradesh,Palnadu,522437,21,1,0,22,100.0
Andhra Pradesh,Palnadu,522438,2,0,0,2,100.0
Andhra Pradesh,Palnadu,522529,4,0,0,4,100.0
Andhra Pradesh,Palnadu,522549,6,0,0,6,100.0
Andhra Pradesh,Palnadu,522601,78,11,4,93,95.7
Andhra Pradesh,Palnadu,522603,5,1,1,7,85.71
Andhra Pradesh,Palnadu,522611,5,0,0,5,100.0
Andhra Pradesh,Palnadu,522612,21,4,0,25,100.0
Andhra Pradesh,Palnadu,522613,15,3,1,19,94.74
Andhra Pradesh,Palnadu,522614,36,1,1,38,97.37
Andhra Pradesh,Palnadu,522615,22,0,0,22,100.0
Andhra Pradesh,Palnadu,522616,32,5,1,38,97.37
Andhra Pradesh,Palnadu,522617,6,0,0,6,100.0
Andhra Pradesh,Palnadu,522619,8,4,0,12,100.0
Andhra Pradesh,Palnadu,522626,3,0,0,3,100.0
Andhra Pradesh,Palnadu,522646,8,0,0,8,100.0
Andhra Pradesh,Palnadu,522647,38,4,2,44,95.45
Andhra Pradesh,Palnadu,522649,8,0,0,8,100.0
Andhra Pradesh,Palnadu,522657,4,1,0,5,100.0
Andhra Pradesh,Palnadu,522658,7,1,0,8,100.0
Andhra Pradesh,Palnadu,522659,5,1,0,6,100.0
Andhra Pradesh,Palnadu,522660,14,1,0,15,100.0
Andhra Pradesh,Palnadu,522663,5,0,0,5,100.0
Andhra Pradesh,Parvathipuram Manyam,532122,1,0,0,1,100.0
Andhra Pradesh,Parvathipuram Manyam,532440,15,0,0,15,100.0
Andhra Pradesh,Parvathipuram Manyam,532443,20,1,0,21,100.0
Andhra Pradesh,Parvathipuram Manyam,532455,14,0,0,14,100.0
Andhra Pradesh,Parvathipuram Manyam,532456,11,2,0,13,100.0
Andhra Pradesh,Parvathipuram Manyam,532458,3,0,0,3,100.0
Andhra Pradesh,Parvathipuram Manyam,532460,19,0,0,19,100.0
Andhra Pradesh,Parvathipuram Manyam,532462,10,1,0,11,100.0
Andhra Pradesh,Parvathipuram Manyam,535463,11,2,0,13,100.0
Andhra Pradesh,Parvathipuram Manyam,535501,27,1,0,28,100.0
Andhra Pradesh,Parvathipuram Manyam,535521,32,2,1,35,97.14
Andhra Pradesh,Parvathipuram Manyam,535522,3,2,0,5,100.0
Andhra Pradesh,Parvathipuram Manyam,535523,51,5,1,57,98.25
Andhra Pradesh,Parvathipuram Manyam,535524,36,4,0,40,100.0
Andhra Pradesh,Parvathipuram Manyam,535525,11,0,0,11,100.0
Andhra Pradesh,Parvathipuram Manyam,535526,28,2,1,31,96.77
Andhra Pradesh,Parvathipuram Manyam,535527,12,1,1,14,92.86
Andhra Pradesh,Parvathipuram Manyam,535534,54,5,0,59,100.0
Andhra Pradesh,Parvathipuram Manyam,535546,10,1,2,13,84.62
Andhra Pradesh,Parvathipuram Manyam,535547,21,3,1,25,96.0
Andhra Pradesh,Parvathipuram Manyam,535557,7,0,0,7,100.0
Andhra Pradesh,Parvathipuram Manyam,535558,2,0,0,2,100.0
Andhra Pradesh,Parvathipuram Manyam,535573,1,0,0,1,100.0
Andhra Pradesh,Parvathipuram Manyam,535591,29,0,1,30,96.67
Andhra Pradesh,Parvathipuram Manyam,535592,13,2,0,15,100.0
Andhra Pradesh,Parvathipuram Manyam,535593,23,2,0,25,100.0
Andhra Pradesh,Prakasam,523001,232,43,2,277,99.28
Andhra Pradesh,Prakasam,523002,44,12,1,57,98.25
Andhra Pradesh,Prakasam,523101,100,32,9,141,93.62
Andhra Pradesh,Prakasam,523104,12,11,2,25,92.0
Andhra Pradesh,Prakasam,523105,199,127,38,364,89.56
Andhra Pradesh,Prakasam,523108,79,11,1,91,98.9
Andhra Pradesh,Prakasam,523109,52,12,0,64,100.0
Andhra Pradesh,Prakasam,523110,38,17,0,55,100.0
Andhra Pradesh,Prakasam,523111,53,17,0,70,100.0
Andhra Pradesh,Prakasam,523112,67,13,0,80,100.0
Andhra Pradesh,Prakasam,523113,41,8,0,49,100.0
Andhra Pradesh,Prakasam,523114,49,7,0,56,100.0
Andhra Pradesh,Prakasam,523115,34,7,0,41,100.0
Andhra Pradesh,Prakasam,523116,37,6,0,43,100.0
Andhra Pradesh,Prakasam,523117,18,4,1,23,95.65
Andhra Pradesh,Prakasam,523135,30,9,0,39,100.0
Andhra Pradesh,Prakasam,523155,39,10,0,49,100.0
Andhra Pradesh,Prakasam,523157,96,8,0,104,100.0
Andhra Pradesh,Prakasam,523165,24,13,0,37,100.0
Andhra Pradesh,Prakasam,523166,46,8,0,54,100.0
Andhra Pradesh,Prakasam,523167,60,7,0,67,100.0
Andhra Pradesh,Prakasam,523168,22,0,0,22,100.0
Andhra Pradesh,Prakasam,523169,93,4,0,97,100.0
Andhra Pradesh,Prakasam,523170,22,1,0,23,100.0
Andhra Pradesh,Prakasam,523171,11,0,0,11,100.0
Andhra Pradesh,Prakasam,523180,33,6,0,39,100.0
Andhra Pradesh,Prakasam,523181,19,2,0,21,100.0
Andhra Pradesh,Prakasam,523182,30,5,1,36,97.22
Andhra Pradesh,Prakasam,523183,34,5,0,39,100.0
Andhra Pradesh,Prakasam,523184,16,3,0,19,100.0
Andhra Pradesh,Prakasam,523185,17,5,0,22,100.0
Andhra Pradesh,Prakasam,523186,50,9,0,59,100.0
Andhra Pradesh,Prakasam,523187,57,8,0,65,100.0
Andhra Pradesh,Prakasam,523190,39,6,0,45,100.0
Andhra Pradesh,Prakasam,523201,157,20,0,177,100.0
Andhra Pradesh,Prakasam,523211,65,6,1,72,98.61
Andhra Pradesh,Prakasam,523212,61,12,0,73,100.0
Andhra Pradesh,Prakasam,523213,22,2,0,24,100.0
Andhra Pradesh,Prakasam,523214,1,0,0,1,100.0
Andhra Pradesh,Prakasam,523223,17,3,0,20,100.0
Andhra Pradesh,Prakasam,523224,44,11,0,55,100.0
Andhra Pradesh,Prakasam,523225,89,16,0,105,100.0
Andhra Pradesh,Prakasam,523226,119,14,0,133,100.0
Andhra Pradesh,Prakasam,523227,38,5,0,43,100.0
Andhra Pradesh,Prakasam,523228,21,8,0,29,100.0
Andhra Pradesh,Prakasam,523230,134,33,0,167,100.0
Andhra Pradesh,Prakasam,523240,152,33,0,185,100.0
Andhra Pradesh,Prakasam,523241,93,13,0,106,100.0
Andhra Pradesh,Prakasam,523245,46,8,0,54,100.0
Andhra Pradesh,Prakasam,523246,53,10,0,63,100.0
Andhra Pradesh,Prakasam,523247,172,29,0,201,100.0
Andhra Pradesh,Prakasam,523252,25,12,0,37,100.0
Andhra Pradesh,Prakasam,523253,101,25,0,126,100.0
Andhra Pradesh,Prakasam,523254,31,7,0,38,100.0
Andhra Pradesh,Prakasam,523260,51,5,0,56,100.0
Andhra Pradesh,Prakasam,523261,62,5,0,67,100.0
Andhra Pradesh,Prakasam,523262,19,3,0,22,100.0
Andhra Pradesh,Prakasam,523263,59,12,0,71,100.0
Andhra Pradesh,Prakasam,523264,56,10,0,66,100.0
Andhra Pradesh,Prakasam,523265,97,17,0,114,100.0
Andhra Pradesh,Prakasam,523270,77,20,0,97,100.0
Andhra Pradesh,Prakasam,523271,51,16,0,67,100.0
Andhra Pradesh,Prakasam,523272,63,11,0,74,100.0
Andhra Pradesh,Prakasam,523273,20,5,0,25,100.0
Andhra Pradesh,Prakasam,523274,70,14,0,84,100.0
Andhra Pradesh,Prakasam,523279,18,1,2,21,90.48
Andhra Pradesh,Prakasam,523280,41,15,0,56,100.0
Andhra Pradesh,Prakasam,523281,57,16,0,73,100.0
Andhra Pradesh,Prakasam,523286,74,12,1,87,98.85
Andhra Pradesh,Prakasam,523291,32,5,0,37,100.0
Andhra Pradesh,Prakasam,523292,81,21,0,102,100.0
Andhra Pradesh,Prakasam,523301,122,6,0,128,100.0
Andhra Pradesh,Prakasam,523302,72,3,0,75,100.0
Andhra Pradesh,Prakasam,523303,88,11,0,99,100.0
Andhra Pradesh,Prakasam,523304,114,21,0,135,100.0
Andhra Pradesh,Prakasam,523305,87,12,0,99,100.0
Andhra Pradesh,Prakasam,523315,58,7,0,65,100.0
Andhra Pradesh,Prakasam,523316,133,12,0,145,100.0
Andhra Pradesh,Prakasam,523320,87,11,0,98,100.0
Andhra Pradesh,Prakasam,523326,107,10,0,117,100.0
Andhra Pradesh,Prakasam,523327,161,24,1,186,99.46
Andhra Pradesh,Prakasam,523328,103,13,0,116,100.0
Andhra Pradesh,Prakasam,523329,75,11,0,86,100.0
Andhra Pradesh,Prakasam,523330,60,8,0,68,100.0
Andhra Pradesh,Prakasam,523331,174,30,0,204,100.0
Andhra Pradesh,Prakasam,523332,29,1,0,30,100.0
Andhra Pradesh,Prakasam,523333,122,7,0,129,100.0
Andhra Pradesh,Prakasam,523334,56,4,0,60,100.0
Andhra Pradesh,Prakasam,523335,28,3,0,31,100.0
Andhra Pradesh,Prakasam,523336,28,1,0,29,100.0
Andhra Pradesh,Prakasam,523346,39,8,0,47,100.0
Andhra Pradesh,Prakasam,523356,32,2,1,35,97.14
Andhra Pradesh,Prakasam,523357,171,32,0,203,100.0
Andhra Pradesh,Prakasam,523367,69,8,0,77,100.0
Andhra Pradesh,Prakasam,523368,42,1,0,43,100.0
Andhra Pradesh,Prakasam,523369,21,0,0,21,100.0
Andhra Pradesh,Prakasam,523370,31,4,0,35,100.0
Andhra Pradesh,Prakasam,523371,39,6,0,45,100.0
Andhra Pradesh,Prakasam,523372,47,0,0,47,100.0
Andhra Pradesh,Prakasam,523373,48,10,0,58,100.0
Andhra Pradesh,Rangareddi,500005,67,12,0,79,100.0
Andhra Pradesh,Rangareddi,500008,10,7,0,17,100.0
Andhra Pradesh,Rangareddi,500014,14,2,0,16,100.0
Andhra Pradesh,Rangareddi,500015,10,0,0,10,100.0
Andhra Pradesh,Rangareddi,500018,193,41,0,234,100.0
Andhra Pradesh,Rangareddi,500019,31,2,0,33,100.0
Andhra Pradesh,Rangareddi,500030,34,1,0,35,100.0
Andhra Pradesh,Rangareddi,500032,8,5,0,13,100.0
Andhra Pradesh,Rangareddi,500035,22,11,0,33,100.0
Andhra Pradesh,Rangareddi,500037,42,14,0,56,100.0
Andhra Pradesh,Rangareddi,500039,44,5,0,49,100.0
Andhra Pradesh,Rangareddi,500043,3,2,0,5,100.0
Andhra Pradesh,Rangareddi,500046,5,1,0,6,100.0
Andhra Pradesh,Rangareddi,500047,37,14,0,51,100.0
Andhra Pradesh,Rangareddi,500048,56,15,0,71,100.0
Andhra Pradesh,Rangareddi,500051,3,0,0,3,100.0
Andhra Pradesh,Rangareddi,500052,121,47,0,168,100.0
Andhra Pradesh,Rangareddi,500055,87,11,0,98,100.0
Andhra Pradesh,Rangareddi,500058,7,7,0,14,100.0
Andhra Pradesh,Rangareddi,500060,16,6,0,22,100.0
Andhra Pradesh,Rangareddi,500068,14,4,0,18,100.0
Andhra Pradesh,Rangareddi,500070,12,7,0,19,100.0
Andhra Pradesh,Rangareddi,500074,19,6,0,25,100.0
Andhra Pradesh,Rangareddi,500075,2,2,0,4,100.0
Andhra Pradesh,Rangareddi,500076,43,8,0,51,100.0
Andhra Pradesh,Rangareddi,500077,10,3,0,13,100.0
Andhra Pradesh,Rangareddi,500078,47,7,0,54,100.0
Andhra Pradesh,Rangareddi,500079,14,8,0,22,100.0
Andhra Pradesh,Rangareddi,500083,11,5,0,16,100.0
Andhra Pradesh,Rangareddi,500084,11,6,0,17,100.0
Andhra Pradesh,Rangareddi,500086,13,1,0,14,100.0
Andhra Pradesh,Rangareddi,500087,49,23,0,72,100.0
Andhra Pradesh,Rangareddi,500088,9,0,0,9,100.0
Andhra Pradesh,Rangareddi,500089,13,5,0,18,100.0
Andhra Pradesh,Rangareddi,500090,11,3,0,14,100.0
Andhra Pradesh,Rangareddi,500092,20,6,0,26,100.0
Andhra Pradesh,Rangareddi,500097,14,6,0,20,100.0
Andhra Pradesh,Rangareddi,500098,11,2,0,13,100.0
Andhra Pradesh,Rangareddi,501141,24,4,0,28,100.0
Andhra Pradesh,Rangareddi,501142,1,0,0,1,100.0
Andhra Pradesh,Rangareddi,501218,7,1,0,8,100.0
